step	acc
8199	0.28063833713531494
8239	0.2785145938396454
8279	0.28065571188926697
8319	0.27539724111557007
8359	0.2834727168083191
8399	0.2810985743999481
8439	0.28118565678596497
8479	0.2798902988433838
8519	0.27941611409187317
8559	0.281324177980423
8599	0.28315091133117676
8639	0.27877703309059143
8679	0.2783247232437134
8719	0.2807093858718872
8759	0.2812647223472595
8799	0.27944454550743103
8839	0.2751789391040802
8879	0.28068384528160095
8919	0.27646589279174805
8959	0.28100454807281494
8999	0.28025493025779724
9039	0.28194883465766907
9079	0.2827295660972595
9119	0.28007641434669495
9159	0.2759263813495636
9199	0.28720271587371826
9239	0.280429482460022
9279	0.28051409125328064
9319	0.2819324731826782
9359	0.2787952423095703
9399	0.28141963481903076
9439	0.28324878215789795
9479	0.2812654674053192
9519	0.28444960713386536
9559	0.282339870929718
9599	0.27892252802848816
9639	0.28170812129974365
9679	0.28082066774368286
9719	0.2840079367160797
9759	0.27762025594711304
9799	0.2808617353439331
9839	0.2839347720146179
9879	0.2851482033729553
9919	0.2795555889606476
9959	0.28239625692367554
9999	0.28045615553855896
10039	0.28262022137641907
10079	0.2796843647956848
10119	0.28363025188446045
10159	0.2783506214618683
10199	0.27539336681365967
10239	0.28054866194725037
10279	0.2810966968536377
10319	0.2767990827560425
10359	0.28021761775016785
10399	0.2821286916732788
10439	0.2752472758293152
10479	0.285431832075119
10519	0.28097617626190186
10559	0.28082963824272156
10599	0.28222736716270447
10639	0.2774144411087036
10679	0.27902764081954956
10719	0.2776334583759308
10759	0.2835830748081207
10799	0.2835240066051483
10839	0.27463212609291077
10879	0.28027522563934326
10919	0.27759552001953125
10959	0.28443774580955505
10999	0.28186148405075073
11039	0.28410372138023376
11079	0.28211310505867004
11119	0.2861599922180176
11159	0.28233540058135986
11199	0.2849314212799072
11239	0.2862865924835205
11279	0.28298166394233704
11319	0.2810169756412506
11359	0.28017622232437134
11399	0.2831738591194153
11439	0.28186628222465515
11479	0.2816821336746216
11519	0.2810458838939667
11559	0.2809450924396515
11599	0.2844560444355011
11639	0.2801809012889862
11679	0.281467080116272
11719	0.28282466530799866
11759	0.28238916397094727
11799	0.288134902715683
11839	0.28028640151023865
11879	0.2828596532344818
11919	0.2823720872402191
11959	0.284503310918808
11999	0.2822611927986145
12039	0.28392061591148376
12079	0.28327083587646484
12119	0.283122718334198
12159	0.282703161239624
12199	0.28143271803855896
12239	0.2809051275253296
12279	0.28483840823173523
12319	0.2814342975616455
12359	0.28134551644325256
12399	0.28195327520370483
12439	0.2841567099094391
12479	0.2807874381542206
12519	0.2818593382835388
12559	0.28218987584114075
12599	0.2840122878551483
12639	0.2840420603752136
12679	0.28124046325683594
12719	0.2794874608516693
12759	0.28262996673583984
12799	0.2811286747455597
12839	0.2787496745586395
12879	0.2795901298522949
12919	0.2837028503417969
12959	0.2852489650249481
12999	0.28552401065826416
13039	0.2832694947719574
13079	0.28643232583999634
13119	0.2814237177371979
13159	0.28397515416145325
13199	0.2804573178291321
13239	0.2809771001338959
13279	0.2837980389595032
13319	0.2790500521659851
13359	0.2825426161289215
13399	0.2812824845314026
13439	0.28113022446632385
13479	0.27933984994888306
13519	0.28137534856796265
13559	0.28217220306396484
13599	0.2783319354057312
13639	0.2824869751930237
13679	0.278422474861145
13719	0.2810041010379791
13759	0.28536391258239746
13799	0.28240272402763367
13839	0.28354862332344055
13879	0.2816302180290222
13919	0.2827238440513611
13959	0.28672221302986145
13999	0.28370118141174316
14039	0.2821923494338989
14079	0.28570443391799927
14119	0.284030556678772
14159	0.28336742520332336
14199	0.2834494709968567
14239	0.28660571575164795
14279	0.2814628481864929
14319	0.28550976514816284
14359	0.27744361758232117
14399	0.2850439250469208
14439	0.2857423722743988
14479	0.28123125433921814
14519	0.27899646759033203
14559	0.28386881947517395
14599	0.2856469452381134
14639	0.2822933495044708
14679	0.2834623157978058
14719	0.2801860272884369
14759	0.2844369411468506
14799	0.28069135546684265
14839	0.28792816400527954
14879	0.27930837869644165
14919	0.28536781668663025
14959	0.2824662923812866
14999	0.2849997878074646
15039	0.28039559721946716
15079	0.2810847759246826
15119	0.2840178906917572
15159	0.28336724638938904
15199	0.28093355894088745
15239	0.279063880443573
15279	0.2801310122013092
15319	0.28310367465019226
15359	0.28318944573402405
15399	0.28044188022613525
15439	0.2823846936225891
15479	0.27960628271102905
15519	0.28392237424850464
15559	0.2811378538608551
15599	0.2801942825317383
15639	0.2777450680732727
15679	0.280638724565506
15719	0.28313830494880676
15759	0.284140408039093
15799	0.28649625182151794
15839	0.2800895571708679
15879	0.2835915684700012
15919	0.2847687602043152
15959	0.28129222989082336
15999	0.28422579169273376
16039	0.2828597128391266
16079	0.2866101562976837
16119	0.2866416871547699
16159	0.2904939353466034
16199	0.28319409489631653
16239	0.27802202105522156
16279	0.2766503691673279
16319	0.2782606780529022
16359	0.2860982418060303
16399	0.28552380204200745
16439	0.27906784415245056
16479	0.28213468194007874
16519	0.28664878010749817
16559	0.28403905034065247
16599	0.28451108932495117
16639	0.2826051414012909
16679	0.2844511568546295
16719	0.2895578444004059
16759	0.28105631470680237
16799	0.27924561500549316
16839	0.28121012449264526
16879	0.28028932213783264
16919	0.28285127878189087
16959	0.28327450156211853
16999	0.28718942403793335
17039	0.28535693883895874
17079	0.28788185119628906
17119	0.2882108986377716
17159	0.280795693397522
17199	0.2853117287158966
17239	0.28220948576927185
17279	0.2787044048309326
17319	0.2794981300830841
17359	0.2850012481212616
17399	0.282604843378067
17439	0.2902294099330902
17479	0.2836461365222931
17519	0.27962079644203186
17559	0.28652507066726685
17599	0.28435784578323364
17639	0.28857672214508057
17679	0.2835456132888794
17719	0.28370314836502075
17759	0.28091734647750854
17799	0.28253403306007385
17839	0.28085267543792725
17879	0.28588372468948364
17919	0.28088998794555664
17959	0.2830289304256439
17999	0.285419762134552
18039	0.27990221977233887
18079	0.2794191539287567
18119	0.2863413095474243
18159	0.28428053855895996
18199	0.2830400764942169
18239	0.2853241264820099
18279	0.2861393690109253
18319	0.2812325358390808
18359	0.28418809175491333
18399	0.2810972034931183
18439	0.2850394546985626
18479	0.2838483452796936
18519	0.2857404351234436
18559	0.28469058871269226
18599	0.27409476041793823
18639	0.2834342420101166
18679	0.2832617461681366
18719	0.2824065685272217
18759	0.2808326780796051
18799	0.2865169048309326
18839	0.2814568281173706
18879	0.2821831703186035
18919	0.2792377173900604
18959	0.285200297832489
18999	0.2803839147090912
19039	0.28609398007392883
19079	0.28664979338645935
19119	0.28324514627456665
19159	0.28299230337142944
19199	0.28351694345474243
19239	0.28774571418762207
19279	0.2846168279647827
19319	0.28411000967025757
19359	0.2837371230125427
19399	0.2876714766025543
19439	0.28131866455078125
19479	0.2841038703918457
19519	0.2878696620464325
19559	0.2781878411769867
19599	0.2784879505634308
19639	0.28437429666519165
19679	0.2850901186466217
19719	0.28351891040802
19759	0.2818710207939148
19799	0.2818574011325836
19839	0.28115811944007874
19879	0.28529229760169983
19919	0.28995296359062195
19959	0.27937835454940796
19999	0.2860293984413147
20039	0.2829243540763855
20079	0.28214383125305176
20119	0.28199395537376404
20159	0.28149473667144775
20199	0.28473344445228577
20239	0.28439775109291077
20279	0.2802278995513916
20319	0.2787057161331177
20359	0.283771812915802
20399	0.28519299626350403
20439	0.28395876288414
20479	0.2836820185184479
20519	0.2839970886707306
20559	0.28526294231414795
20599	0.28275004029273987
20639	0.2867588400840759
20679	0.2853405177593231
20719	0.28857773542404175
20759	0.2836730480194092
20799	0.28143900632858276
20839	0.28133508563041687
20879	0.2896469831466675
20919	0.28422701358795166
20959	0.2850160300731659
20999	0.28419259190559387
21039	0.28275245428085327
21079	0.28311148285865784
21119	0.2867165505886078
21159	0.28541284799575806
21199	0.28257274627685547
21239	0.2839638888835907
21279	0.28531304001808167
21319	0.284746915102005
21359	0.28446164727211
21399	0.28353986144065857
21439	0.2867944836616516
21479	0.2812657356262207
21519	0.2811833322048187
21559	0.28655701875686646
21599	0.2845771014690399
21639	0.28168240189552307
21679	0.28491777181625366
21719	0.28744086623191833
21759	0.28495338559150696
21799	0.28376007080078125
21839	0.2844121754169464
21879	0.28403785824775696
21919	0.28256282210350037
21959	0.2871312201023102
21999	0.28031086921691895
22039	0.2873271405696869
22079	0.28793931007385254
22119	0.28008484840393066
22159	0.2855091392993927
22199	0.2825174927711487
22239	0.2844134271144867
22279	0.2895129323005676
22319	0.2860967218875885
22359	0.28413471579551697
22399	0.281643271446228
22439	0.28348392248153687
22479	0.28370070457458496
22519	0.2821885645389557
22559	0.2848680317401886
22599	0.28701478242874146
22639	0.28479549288749695
22679	0.28348633646965027
22719	0.2844080924987793
22759	0.2828737199306488
22799	0.2837889492511749
22839	0.28349030017852783
22879	0.28916168212890625
22919	0.28195303678512573
22959	0.2839096486568451
22999	0.2822559177875519
23039	0.27850914001464844
23079	0.2840603291988373
23119	0.2850967347621918
23159	0.28769588470458984
23199	0.2848709225654602
23239	0.28387776017189026
23279	0.283598393201828
23319	0.2835635244846344
23359	0.28557735681533813
23399	0.2861957252025604
23439	0.2874915897846222
23479	0.2840973138809204
23519	0.28573551774024963
23559	0.2906382083892822
23599	0.28251588344573975
23639	0.2860789895057678
23679	0.2863491177558899
23719	0.2839050590991974
23759	0.28692397475242615
23799	0.2835961878299713
23839	0.2849726676940918
23879	0.28930675983428955
23919	0.2888685166835785
23959	0.28663429617881775
23999	0.29157090187072754
24039	0.2852858901023865
24079	0.2859845459461212
24119	0.2872932553291321
24159	0.2844804525375366
24199	0.283381849527359
24239	0.2811487317085266
24279	0.2821458876132965
24319	0.28625473380088806
24359	0.2813548445701599
24399	0.28930801153182983
24439	0.28934749960899353
24479	0.28364086151123047
24519	0.2830990254878998
24559	0.2860461175441742
24599	0.28802457451820374
24639	0.28603437542915344
24679	0.28624868392944336
24719	0.28513917326927185
24759	0.28830161690711975
24799	0.28484705090522766
24839	0.28351423144340515
24879	0.2881583273410797
24919	0.2904755473136902
24959	0.2847553789615631
24999	0.290340393781662
25039	0.2850966155529022
25079	0.28627514839172363
25119	0.28651145100593567
25159	0.2856859862804413
25199	0.2879101634025574
25239	0.2859254777431488
25279	0.28251877427101135
25319	0.28216129541397095
25359	0.29115578532218933
25399	0.28349828720092773
25439	0.2858755886554718
25479	0.29029136896133423
25519	0.28555750846862793
25559	0.288211464881897
25599	0.28926998376846313
25639	0.2860794961452484
25679	0.2847411334514618
25719	0.28531622886657715
25759	0.28226223587989807
25799	0.29001250863075256
25839	0.28699174523353577
25879	0.28823480010032654
25919	0.28486868739128113
25959	0.2875461280345917
25999	0.28699129819869995
26039	0.28305965662002563
26079	0.2917301654815674
26119	0.28682035207748413
26150	0.28811389207839966
