step	loss
156	0.2535521388053894
313	0.17886315286159515
470	0.16588933765888214
627	0.1584034562110901
784	0.15367655456066132
941	0.15034633874893188
1098	0.1479702591896057
1255	0.14587688446044922
1412	0.1442432552576065
1569	0.1429559737443924
1726	0.14198803901672363
1883	0.14102493226528168
2040	0.14031510055065155
2197	0.13964425027370453
2354	0.13902832567691803
2511	0.13870863616466522
2668	0.1380850076675415
2825	0.13779209554195404
2982	0.1374293714761734
3139	0.13709616661071777
3296	0.1368817687034607
3453	0.13652703166007996
3610	0.13639815151691437
3767	0.13596466183662415
3924	0.13587921857833862
4081	0.1357363909482956
4238	0.13542023301124573
4395	0.13539794087409973
4552	0.13518349826335907
4709	0.13491764664649963
4866	0.13492317497730255
5023	0.13478130102157593
5180	0.13464829325675964
5337	0.13448525965213776
5494	0.13450583815574646
5651	0.134233295917511
5808	0.13418659567832947
5965	0.13421310484409332
6122	0.13393932580947876
6279	0.13394474983215332
6436	0.13395032286643982
6593	0.1337747871875763
6750	0.13369105756282806
6907	0.13361994922161102
7064	0.13361476361751556
7221	0.1334458291530609
7378	0.13340802490711212
7535	0.13335759937763214
7692	0.13329683244228363
7849	0.133302703499794
8006	0.1332235038280487
8163	0.13311247527599335
8320	0.1331285536289215
8477	0.1330917477607727
8634	0.13300764560699463
8791	0.13294818997383118
8948	0.13298839330673218
9105	0.1328992247581482
9262	0.13286645710468292
9419	0.13279594480991364
9576	0.1327938288450241
9733	0.13273926079273224
9890	0.13269251585006714
10047	0.13284489512443542
10204	0.1326507031917572
10361	0.13266581296920776
10518	0.13260318338871002
10675	0.1326277256011963
10832	0.13256753981113434
10989	0.13261255621910095
11146	0.13254448771476746
11303	0.13255742192268372
11460	0.13245458900928497
11617	0.13242536783218384
11774	0.13242632150650024
11931	0.1323651820421219
12088	0.13240113854408264
12245	0.13235294818878174
12402	0.13225774466991425
12559	0.13222868740558624
12716	0.132315993309021
12873	0.13220496475696564
13030	0.1322246640920639
13187	0.13225118815898895
13344	0.13232949376106262
13501	0.1321098655462265
13658	0.13215263187885284
13815	0.1320939064025879
13972	0.13231831789016724
14129	0.13208363950252533
14286	0.13212373852729797
14443	0.13209865987300873
14600	0.13202393054962158
14757	0.13217297196388245
14914	0.13215401768684387
15071	0.13185903429985046
15228	0.13205371797084808
15385	0.1320224553346634
15542	0.13197608292102814
15699	0.1320677548646927
15856	0.13201333582401276
16013	0.13192394375801086
16170	0.13196314871311188
16327	0.13206231594085693
16484	0.13178277015686035
16641	0.13197417557239532
16798	0.13191044330596924
16955	0.13199946284294128
17112	0.13173994421958923
17269	0.13184571266174316
17426	0.13186368346214294
17583	0.13177813589572906
17740	0.13176366686820984
17897	0.13182684779167175
18054	0.13177749514579773
18211	0.13180309534072876
18368	0.13171248137950897
18525	0.13175006210803986
18682	0.13164691627025604
18839	0.13161195814609528
18996	0.1316911280155182
19153	0.13164766132831573
19310	0.13159969449043274
19467	0.13164259493350983
19624	0.13156969845294952
19781	0.13168397545814514
19938	0.13152362406253815
20095	0.13154345750808716
20252	0.13159051537513733
20409	0.131534606218338
20566	0.13161183893680573
20723	0.13148824870586395
20880	0.1315266638994217
21037	0.13149413466453552
21194	0.13158580660820007
21351	0.13149549067020416
21508	0.1315993219614029
21665	0.13149352371692657
21822	0.13150478899478912
21979	0.13151292502880096
22136	0.13156498968601227
22293	0.13150200247764587
22450	0.13141925632953644
22607	0.13142400979995728
22764	0.13173219561576843
22921	0.13146546483039856
23078	0.13144579529762268
23235	0.13139301538467407
23392	0.13134701550006866
23549	0.13142184913158417
23706	0.1314615160226822
23863	0.1313191056251526
24020	0.13138911128044128
24177	0.13141727447509766
24334	0.1314089596271515
24491	0.13158640265464783
24648	0.1313600093126297
24805	0.1314503252506256
24962	0.1314481496810913
25119	0.13150997459888458
25276	0.13144871592521667
25433	0.13147184252738953
25590	0.13133175671100616
25747	0.13130293786525726
25904	0.1313851922750473
26061	0.13128142058849335
26218	0.13128815591335297
26375	0.13138017058372498
26532	0.13123656809329987
26689	0.13131119310855865
26846	0.13142381608486176
27003	0.13146264851093292
27160	0.13123513758182526
27317	0.13247385621070862
27474	0.13159900903701782
27631	0.13114534318447113
27788	0.1312558650970459
27945	0.1314820945262909
28102	0.13128434121608734
28259	0.1314091980457306
28416	0.13138197362422943
28573	0.13105840981006622
28730	0.13128650188446045
28887	0.13107678294181824
29044	0.1311531364917755
29201	0.13111324608325958
29358	0.1313454508781433
29515	0.13109511137008667
29672	0.13138894736766815
29829	0.1312246322631836
29986	0.13137951493263245
30143	0.1312161087989807
30300	0.1311715692281723
30301	0.1405877023935318
